epoch,total,recon,perceptual,kl,cls,sales_reg,disc,tc,mi,dkld,year_cls,make_cls,body_cls,door_cls,sales_yr1,sales_yr2,gan
10,6.27223491563671,2.2394453387682853,1.5581627587258553,0.036921993833412686,1.442881846532946,0.2268465196443024,1.4346011857366772,0.501334509135343,0.1841878143176106,0.015995547681632045,0.6289020323280724,0.593084231189695,0.1845129049165658,0.03638267289715846,0.20450133280541402,0.24919170707398575,0.7679763681562988
11,6.2219859524445384,2.2062457695865945,1.5355441909660852,0.04385610409737421,1.4239825767567507,0.2235945706719344,1.3866357012992387,0.49372514586091554,0.18418719938673095,0.016475978950130775,0.6277570387340327,0.5796572114139933,0.18156045948356267,0.03500786688638285,0.19978285446303531,0.24740628681518959,0.7887626762432154
12,6.1364935032596675,2.1659719136170223,1.5120199303007336,0.0507812724009747,1.3953580178878378,0.21939150693658166,1.3872688982455217,0.48798351876010965,0.18418682190815233,0.01700408583586437,0.6232230838962585,0.5634518849429578,0.1747977926408143,0.03388525102418818,0.1947189913283098,0.24406402305359357,0.7929708057038063
13,6.065605747542192,2.132713548030852,1.4888137457523052,0.05778456736142677,1.3739691574668043,0.21560031223205217,1.3808827200650118,0.4844562782590082,0.18419011389106363,0.017545308628166296,0.6212423120826354,0.5491041264607522,0.17071552014692257,0.03290719931805713,0.1905072776001718,0.24069334745472748,0.7967243783274417
14,6.01800631636565,2.0972563560009987,1.468167739555174,0.06477436623515537,1.3590658436262668,0.21450361678385,1.391115811033921,0.4814509297257479,0.18419192763677233,0.018086539873971817,0.6193489175010886,0.5372558592437119,0.16960442148247468,0.03285664691167191,0.18940164045418412,0.23960559224373443,0.8142383323366946
15,5.984342037318561,2.0826441994334863,1.4554240173836637,0.07182402774232075,1.342587805109402,0.2123411498832545,1.3404017244404107,0.4795018977530728,0.18418365545734944,0.018642701507433922,0.6181981262393982,0.5260626741180341,0.166771276649662,0.031555723907663945,0.18708946715039304,0.23759283191044425,0.8195207798533497
16,5.923323118739191,2.054314724465069,1.4402534907872457,0.07884351635097407,1.3225597934050717,0.20907889406652178,1.324659832642467,0.477488631193858,0.1841898669860434,0.019242776779645338,0.6163297917611804,0.5144718174367229,0.16089865496373915,0.030859529176964866,0.18306071723150788,0.23509706973635677,0.8182726415243448
17,5.8924940241591,2.038703023892979,1.425122007202472,0.08592221070294338,1.3091984667967063,0.20543179204810558,1.3234043101644726,0.47617898785595336,0.18419044788713482,0.019848071001363734,0.6137237719764795,0.5060222201147793,0.15881218635169428,0.03064029008921413,0.17945806079827217,0.23140552360974745,0.8281164705228172
18,5.871448792024856,2.022328367815784,1.4144294377465605,0.09294584321293012,1.2944043758157058,0.20471410811078705,1.3189357704265527,0.47460128840896015,0.1841822446495425,0.020436101458713343,0.6125499249817518,0.49649225909279326,0.15593047955356498,0.029431709770260907,0.17833840715727617,0.23108980888377728,0.8426265845739899
19,5.8402268939081265,2.0065748285079614,1.4037192468469888,0.10001654307550796,1.2815495348711896,0.20232276840028784,1.2963754383740447,0.47347521792424424,0.18417572529830603,0.021032757654400103,0.6101238283291789,0.48755208227602964,0.15437449453817068,0.029499130579540383,0.17570259317033615,0.2289429435153627,0.8460439246131465
20,5.809380024015116,1.9878243941850633,1.3925830475034167,0.1071375098063032,1.2712404030010047,0.20044105614859628,1.3367752285780885,0.47267005884699864,0.1841786079154666,0.02168891930130609,0.6082514735307988,0.48240550743325716,0.15161540606736082,0.02896802086456956,0.17368784338432786,0.22719426832206974,0.8501535718136423
21,5.781487670763998,1.9714878079694766,1.380240253217945,0.11418599164367772,1.2574391375554288,0.19764781618564664,1.3622785893305809,0.4714937343471372,0.1841800504423972,0.022305505704501648,0.6083588197105256,0.4724974191398869,0.14833725670492065,0.028245640439412186,0.17047134786844254,0.2248242853233993,0.8604865896544271
22,5.729109749394891,1.9548287782366778,1.3689050363942916,0.1212287129186061,1.2466100464308325,0.19763506965358876,1.4078743178151252,0.4703121292433549,0.18418573858454332,0.022956680085438455,0.605822064015309,0.46612335548526934,0.14700596179599806,0.027658668714719056,0.170708058820422,0.22456208058522137,0.8399020437233249
23,5.723178698627959,1.9398714015198797,1.35868620406426,0.1284198936255493,1.235185358387783,0.1948514091187374,1.3191135641236662,0.46996867719725904,0.18418481326838412,0.023618150425041295,0.6038812620786842,0.4595103126002829,0.14475859502732497,0.027035184747781545,0.1679948483991728,0.2217079695264936,0.8661643505884163
24,5.710463931381965,1.9287392132944277,1.3517766974308418,0.1355756322652233,1.221174124421527,0.19311322219308777,1.2538486816284415,0.4693595876777747,0.1841870577219822,0.024331496055031647,0.6008560876226638,0.45249540816319683,0.14111050582667287,0.026712122308049296,0.16599853161213682,0.22022791256069613,0.8800849823962216
25,5.6844711272201875,1.9180746041320362,1.3430345130649433,0.14267910186545965,1.2142914809319427,0.19206883257771903,1.3168192927270208,0.46854211590888734,0.1841846779474604,0.02499893266988745,0.602725376116547,0.4467698149744111,0.1391182854312107,0.025678001609651377,0.1648056715365811,0.21933199396348735,0.8743225327934987
26,5.677811256064192,1.9034688145082264,1.333547297553344,0.149846003608294,1.2018463332747575,0.19052022981092268,1.3141610655227947,0.4680271764158678,0.18419246728199692,0.025655130625989477,0.5996871064938113,0.439992466109439,0.13698896077104594,0.02517779881979794,0.1631489348175242,0.21789152398377262,0.8985825145822272
27,5.650747666800075,1.8904533628005091,1.3254633197962975,0.15708301360780447,1.1907660098327935,0.18810016021854553,1.287498830829948,0.46772705038213463,0.1841768349214797,0.026409127116602423,0.5984959982040171,0.4316455468207205,0.13546762662705872,0.025156837021562753,0.16023640588976212,0.21596391551557617,0.8988817296626807
28,5.631937239138566,1.8832969793635481,1.3189983594391315,0.1642675696818839,1.1836698072072152,0.18766152489487295,1.3853926927770286,0.46722449626166407,0.18418921932775026,0.02708276844713659,0.5958052446401064,0.42743369613975146,0.13529065146320207,0.025140214948155923,0.15986352212858357,0.21545952757090198,0.8940429233506908
29,5.654164516978327,1.8745357994326608,1.3111808365990412,0.17151445606600346,1.176847775812191,0.1866231541342147,1.285876246669744,0.46696104530720983,0.18419097597903625,0.027759376344386664,0.594812836520997,0.4239322600648267,0.13287936775300999,0.0252233096431235,0.1586444303229254,0.21460187801114788,0.9334624040494403
30,5.606863513391974,1.8654203122904287,1.3063997747417588,0.17876645141498632,1.165041034547243,0.1843190246840143,1.2493041896872583,0.46669160857599745,0.1841894666949034,0.028431412466444095,0.5932053410009138,0.4153393827608503,0.13117801669804527,0.025318291864567143,0.1567068608059232,0.21193118843081765,0.9069168584724884
31,5.6214215062263255,1.862970780322763,1.301776770387452,0.1859555101998577,1.1526894215445165,0.1848606409562448,1.3045667086928951,0.46612558742976906,0.18418567027289467,0.029141581504250436,0.5921344510521661,0.40868884401174366,0.12812712259492157,0.02373900570114871,0.15654587072816714,0.21317541231667944,0.933168298294891
32,5.626055487452099,1.852216164423522,1.2948283736926343,0.19328564799304576,1.1429146405358679,0.18243899764205915,1.229343933287171,0.46594177542278936,0.18418857545054476,0.029948760427063268,0.5904597564678362,0.4024087788249953,0.12644843399065184,0.02359767329062658,0.15415232958444414,0.21072566610994845,0.9603716120583374
33,5.607609883279002,1.8450113278526468,1.2909670398952153,0.20049367966499623,1.1338549465334886,0.1807941938811987,1.214952787638761,0.4655267250170274,0.1841788612063239,0.030540845613857743,0.5898867640726371,0.39640152911257615,0.12470409381100776,0.02286256356452005,0.15310084558859272,0.20848754153377685,0.9564886543194095
34,5.61179964552892,1.8401609347530103,1.2873715603732327,0.20777743542772031,1.1235372177304679,0.17983618093088335,1.1781098916141997,0.4652727916902381,0.18405935024900083,0.03131806745487162,0.587630086454526,0.3903293506033096,0.1232127606277949,0.022365021363048417,0.1526288092136383,0.20704355204092248,0.9731162485834786
35,5.615170121718084,1.833487583615608,1.282123631842861,0.21504655207962717,1.113513525362057,0.17938362639643549,1.24686372857787,0.46496445224148575,0.18402732103406624,0.03198900115294603,0.5854448925818638,0.3848726568636914,0.12087113790312527,0.02232483859309344,0.1512369710689468,0.2075302813054444,0.991615134398843
36,-175120.02409916354,6.197989590072159,2.404120103312484,-175132.81891878272,2.439207025246472,0.28995658480254566,0.6093570968456206,-383355.0932430837,-153342.41661027947,0.17165557051604008,0.8611297875774068,0.9609902849281421,0.5022754428538986,0.11481150888882995,0.2662048983810232,0.313708272963631,1.4632940181551535
37,-1030689.998967511,7.134036213315466,2.6042020921533853,-1030704.2248072687,2.4984542177637232,0.30620208303833846,0.44742512981928395,-2185645.6303964755,-874258.6660792951,1.298426237010536,0.8743903044036834,0.9709414544609681,0.5258532254968971,0.12726923051712796,0.2843118356745936,0.3280923288430411,1.6790952726082666
38,-2815872.081773128,7.138957287952107,2.604520612679389,-2815886.36811674,2.4737531747061783,0.29292908717882266,0.457088622440982,-5790242.296916304,-2316097.512246695,0.3235042523865554,0.8734680790207979,0.9609985215548373,0.5136331222656014,0.1256534541296539,0.26760188869245777,0.3182562868631884,1.7603541520198525
39,-5586968.184471366,7.102607062193134,2.6010736288084333,-5586982.462004405,2.4471630274986924,0.2898785105295118,0.39990780935807374,-11150489.187665198,-4460196.711189429,0.3575909521699478,0.8738333010463464,0.9504735242427707,0.5000859074655609,0.12277029541358027,0.26520348461714083,0.31455353617930726,1.7129463338641857
40,-9563551.254405286,7.070822161232585,2.5993033150613045,-9563564.976872247,2.4267658641159784,0.28567301048712584,0.47374888094314394,-18541604.89867843,-7416643.295859027,0.5010221505777634,0.872542360070519,0.9441345767302659,0.49156199436355796,0.11852694022826164,0.26167371882215995,0.3096723023326124,1.8123029718315025
41,-15087759.876651982,7.074030670070701,2.5898517858614483,-15087773.303964758,2.4180847122805775,0.2855021578756198,0.5071832865214033,-28439253.29339207,-11375702.99911894,0.32620141074562914,0.873004761718969,0.9388639200626488,0.48684975139895204,0.11936627583094112,0.2623693031230162,0.30863501226718204,1.6816550199680926
42,-22505371.515418503,7.02703687042359,2.580030021885418,-22505384.898678415,2.4067428447076424,0.2847273888370014,0.5049320994527592,-41274353.7832599,-16509743.475594724,0.4780442934763906,0.8736869296313388,0.9356359493364844,0.4792980580865554,0.11812191147373638,0.26113095168959727,0.3083238254428435,1.7449991727190397
43,-32294178.55506608,6.921042718961506,2.5723606472761094,-32294192.810572688,2.389603288058143,0.28447119025144285,0.4440554189064954,-57668199.048458174,-23067281.959471367,1.288149247229488,0.8737319742005312,0.9319958794484576,0.4658527571461801,0.11802267610107747,0.2604406055735859,0.30850177448620353,1.8300702098182655
44,-44963970.75770925,6.831790621101134,2.5447830584080733,-44963986.68722467,2.3723964727922677,0.2848320413659848,0.41952795558301365,-78234043.08017625,-31293619.634185016,1.979263879190184,0.87307691999469,0.9283059077115839,0.45378092516886454,0.11723272114795216,0.2611972011527301,0.30846688131666394,1.86519420546057
45,-61454506.62555066,6.782179242943615,2.527521954365239,-61454521.20704846,2.3657532074377934,0.28159626077712896,0.5077342809165627,-104253203.82026435,-41701284.27982381,2.4974393924662754,0.8728902160333646,0.9268594343756786,0.4475746716959361,0.11842887808572873,0.2585251911949481,0.3046673302936659,1.7444960333702322
46,-82262723.43612334,6.7214121660504835,2.516691681112487,-82262731.87665199,2.361012749524893,0.27783426878735884,0.47216568201255166,-136149123.77797365,-54459652.56740085,3.549353198134638,0.8733827469632491,0.927607899247813,0.4397412612049592,0.12028083981461991,0.25416729197168664,0.3015012460461272,1.7661631325793166
47,-107816965.42731278,6.649255413061525,2.4862158101560787,-107816973.7444934,2.3787241603834506,0.2817903467934037,0.5008254288511129,-174194090.29074886,-69677638.83418508,6.329078462494828,0.8731307333786571,0.9328354040956708,0.44263361676674035,0.1301244098053105,0.2589285872581247,0.30465210678818994,1.73891268658743
48,-139402680.84581497,6.715630824238652,2.503664801430597,-139402694.36123347,2.3516549676525424,0.2779000281696803,0.4403836796560739,-219987637.70925117,-87995058.30907491,11.503735671203888,0.8734765751246326,0.9301635177650115,0.4249886185849814,0.12302625745797469,0.2538745073101069,0.3019255493246511,1.8857842651232755
49,-177732205.60352424,6.679915331738964,2.4911068980520517,-177732221.60352424,2.3408109810908964,0.2764394351236096,0.5097009484135107,-274100022.75242287,-109640012.52933909,14.339350081996834,0.8724632836648544,0.9302999969095908,0.41840084935600025,0.11964684424815213,0.25232034524500635,0.3005585239190887,1.8108033844027756
50,-223363112.81057268,6.7342059186245375,2.5102956793250493,-223363128.81057268,2.346679780451737,0.279416916325754,0.3901856899556872,-336817411.3268722,-134726968.02678412,12.259947608712485,0.8715691265555735,0.9321925815506663,0.4205352410871022,0.12238283829870195,0.25615651209711504,0.3026773188148301,1.9597956026178087
51,-277581861.81497794,6.7717984302322245,2.5169025243378944,-277581867.1013216,2.3538479754578185,0.2803979710007029,0.4559258115908648,-409476367.90132177,-163790550.1603525,17.38876918558129,0.8726351698589746,0.9330117752898627,0.4220854484037155,0.12611558164925293,0.2568874807314463,0.3039084607612194,1.9720052457590984
52,-341530353.1982379,6.7150140497095,2.503864038817683,-341530353.1982379,2.353292879344083,0.27913174958743714,0.40927896729059154,-493090940.61674017,-197236378.72775343,25.354590485958152,0.8724055600061288,0.932715131480264,0.4215143434801822,0.12665784906448255,0.2560080670903433,0.30225543247839426,1.8864000836132906
53,-416093317.21585906,6.794005107249458,2.5124720050768707,-416093317.21585906,2.3461090047979143,0.27685767169303305,0.3644106711141995,-588227171.5806171,-235290871.42907476,19.69984303543157,0.8727912255845931,0.9304117973680536,0.41878923046431316,0.12411675648148375,0.2536562798372449,0.300059063647287,2.033955116261471
54,-502506777.092511,6.803686120280676,2.519458356079551,-502506777.092511,2.3416788421538413,0.2779969624551382,0.3154789153732655,-695891349.6528633,-278356542.56775314,22.13902940059713,0.8728275695561316,0.9305808274231286,0.415911331733418,0.12235910662732988,0.2540814302664759,0.3019124942007044,2.1391148280467234
55,-602466305.1277533,6.82083740502202,2.5464723193566705,-602466305.1277533,2.3368823100816822,0.27825156339989887,0.311253882895351,-817632816.0422914,-327053128.9430837,18.906338721907705,0.8728934504387134,0.9299790506320907,0.4114411036611128,0.12256870115512271,0.2535683693372468,0.3029347576758935,2.3108806958807713
56,-717079109.6387665,6.863730688813237,2.5266373456180884,-717079109.6387665,2.3380897254145605,0.27755426943696015,0.3462052875514335,-954096862.167401,-381638748.47577107,28.502155271845766,0.8727215379345254,0.931345378932448,0.4102882914081021,0.12373451530802099,0.25328619707589106,0.3018223410759466,2.232894065779211
57,-847618113.69163,6.789178244917272,2.5235510755346735,-847618113.69163,2.3428401423971033,0.2779939588044446,0.3705361396738939,-1106095116.4052863,-442438049.7198236,50.49040759980725,0.8732201836707835,0.9309313249482982,0.4149644132490202,0.12372422744130246,0.25402386880393596,0.3019640491003507,2.243556821871433
58,-996289182.5903084,6.83992580174251,2.5189520677937285,-996289182.5903084,2.3429194897807095,0.2775443961212026,0.2837038166279441,-1275572359.1048453,-510228946.3485456,45.4468805065219,0.8738616987472063,0.9302854726493094,0.41500400627762213,0.12376830883750832,0.25167183745406274,0.30341695488680825,2.384801946862676
59,-1165805467.629956,6.975136921917486,2.541521871339382,-1165805467.629956,2.348158508670486,0.2785388064542006,0.27163368033959084,-1464967175.8942742,-585986874.5078416,41.28937634154735,0.8741329033994464,0.9301973835487203,0.4199524696177852,0.12387575054877649,0.2528808760551104,0.3041967362624958,2.4356117489054325
60,-1356426399.8590307,6.982476092538579,2.5662754508892345,-1356426399.8590307,2.3435770445458157,0.27759422201023226,0.27556698171151106,-1673513106.156829,-669405246.3422024,30.729103079871617,0.8741053975626241,0.9300058483027138,0.41607031260292926,0.12339548462025401,0.25183761105072655,0.3033508349226435,2.1808066258871603
61,-1570727932.0528634,6.891282847651695,2.561178529708921,-1570727932.0528634,2.338666880393343,0.2774993927599575,0.283750812268697,-1903305603.496036,-761322245.7289872,38.884500740638785,0.8739331992712317,0.9284020075188864,0.4136735879902274,0.12265808482527213,0.25212315473262437,0.3028756310498662,2.5101889558825743
62,-1809971996.1938326,6.959952874568656,2.55615147659432,-1809971996.1938326,2.3429864147161075,0.2784232849066478,0.37156785760764116,-2154728479.125991,-861891397.2440529,43.04583258982656,0.8746398741453235,0.9289040272456438,0.4169057346913259,0.12253678312385659,0.2526480256362371,0.3041985448499083,2.5066076899415073
63,-2077535742.30837,6.876585892266245,2.531095795694427,-2077535742.30837,2.338968857269453,0.2773213883131611,0.23448490434724198,-2430614448.606168,-972245784.133921,47.108544795653216,0.8747643760647545,0.9277760758799078,0.4143477214065417,0.12208068488321644,0.2515319207527301,0.3031108556438385,2.6070468469338253
64,-2374099382.1321588,6.911394456073248,2.5340502676328374,-2374099382.1321588,2.338508250219709,0.27786259543528113,0.24487523879191228,-2730501772.29251,-1092200715.0519826,50.54600734891243,0.8749244347017772,0.9278318593680593,0.4130100869922387,0.12274187331288923,0.25221802525648984,0.3035071653843189,2.736506848083196
65,-2704283414.555066,6.944899310846095,2.560092335821248,-2704283414.555066,2.3396999485167123,0.27702062659064053,0.20960752426806656,-3058415880.3453736,-1223366360.6188552,45.81790337821793,0.87506747907479,0.9275977705018627,0.4136233162249764,0.12341137623603121,0.251525381932831,0.30251587087099774,2.8783179196492137
66,-3067727461.4977975,6.956125618807873,2.5738408062032665,-3067727461.4977975,2.3395993674904245,0.27819734024056253,0.20444813285162466,-3412577281.8044043,-1365030919.758942,49.2539064433336,0.8747673309847118,0.9270970864443006,0.414588651126702,0.12314629777281291,0.25198241426621765,0.30441226744573024,2.871266078318794
67,-3468698364.0528636,7.006540815530566,2.5668058022528495,-3468698364.0528636,2.342356693797175,0.2768505824491841,0.28437290032751167,-3796386459.6299567,-1518554587.4607923,59.25496903462276,0.8752071091257,0.9281044513643576,0.41585733843269845,0.12318779790716543,0.25081121670451456,0.30288994719278445,2.9927581945704964
68,-3912433523.5947137,6.932881094580967,2.5528176821407245,-3912433523.5947137,2.3355451546051453,0.27804601651981536,0.2584350957937276,-4214072471.5700445,-1685628993.3194711,53.29251206566626,0.8751207415227849,0.9260357370460613,0.4112937503449191,0.12309492675480858,0.2522377194877763,0.3038543134205667,3.028246704912393
69,-4399125125.638766,7.037401843471412,2.547073525741762,-4399125125.638766,2.3340879533784507,0.27820964203532045,0.22438982752508727,-4664250763.164754,-1865700310.318238,58.40058311544953,0.8753774872960504,0.9259347607385744,0.41074335585606786,0.12203234724273788,0.25176696457986264,0.3046523198682306,3.1039460055103385
70,-4928513204.440529,7.0308126685607535,2.551486309010552,-4928513204.440529,2.3356549517173577,0.27732959133675444,0.16954933533584493,-5145151042.311894,-2058060424.5032597,57.21893691337421,0.8753380461411322,0.9250258676281057,0.41373108234174466,0.12155995907237359,0.2508741452600725,0.303785038742725,3.258196009518291
71,-5507933974.555066,7.104715151868203,2.551866497696759,-5507933974.555066,2.3458417461832184,0.27730887713083086,0.21903660429625194,-5662919147.700441,-2265167666.6586766,55.424837096899104,0.8755438214356687,0.9257142855207295,0.42372963441626105,0.12085400409175963,0.2514957751963895,0.30312197747340813,3.2132360767162824
72,-6142733551.0837,7.034864957702842,2.5491963747051845,-6142733551.0837,2.3469495503387785,0.27679832371583596,0.21456367839209833,-6221318808.9233465,-2488527535.117534,59.71260654064567,0.8754964967131093,0.924620288951806,0.42731872972937923,0.11951403816431609,0.24998866364622432,0.30360798413007795,3.256853789590001
73,-6831581070.096916,7.004349475053635,2.5375417439422945,-6831581070.096916,2.3438409430339995,0.2775163548436459,0.20255903343337747,-6817228766.618502,-2726891512.7823796,51.2093280178793,0.8752893903181941,0.9250650764036813,0.4240330497598858,0.1194534244647635,0.25103642886693256,0.303996280360852,3.3484701277400957
74,-7581542622.167401,7.063281050542706,2.5487857167547494,-7581542622.167401,2.3478977138250414,0.2751133590936661,0.23225491321009753,-7455968311.034362,-2982387334.518416,50.5787451081532,0.8748666418806573,0.9232211697994351,0.4313891945168838,0.11842070248814932,0.24806475142090856,0.30216196684847846,3.281289258927501
75,-8399376901.638766,6.962733277599717,2.5342599204064467,-8399376901.638766,2.3377145129678523,0.2728374653253786,0.17664208706255002,-8142253228.320706,-3256901299.267663,51.88822527335145,0.8751572863646015,0.9231464290408835,0.4210825397317102,0.11832825619612494,0.2470382682257024,0.2986366615880954,3.4026841472424056
76,-9284455972.088106,6.952582621569478,2.5436642345877996,-9284455972.088106,2.3386232904400597,0.27271279118265873,0.2294324962114546,-8873474277.159475,-3549389717.359651,56.5741062850186,0.8755504608679453,0.9221550891577937,0.4235367592473385,0.11738098364832113,0.24585469145869368,0.2995708909394457,3.0144608172551135
77,-10235575365.920706,7.014360955797366,2.550427639274345,-10235575365.920706,2.342438734575517,0.2757458667135449,0.1829714801042989,-9646623324.475777,-3858649331.955597,83.31700025889658,0.875609692550441,0.9229453489118726,0.42502638298509426,0.11885731479538697,0.2496130173361249,0.3018787142365252,3.6689871190403
78,-11261248329.303965,7.073484003207429,2.5765050159939586,-11261248329.303965,2.3481041391515514,0.27215839515436063,0.14016787824554303,-10467892177.987656,-4187156877.6909266,37.993204478507046,0.8754169785503768,0.921298039799745,0.43354999202463584,0.11783913329637517,0.24510637550955303,0.2992104140934965,3.69128331885989
79,-12376293136.9163,7.097359949780325,2.568209328512263,-12376293136.9163,2.3455880411921086,0.2720457551762921,0.21873975050890007,-11348917636.84935,-4539567063.400883,54.162645455929905,0.8754465743833699,0.9202004431627925,0.4325257191048846,0.11741529412337856,0.24522261849977897,0.298868892542066,3.373570277827427
80,-13568624919.68282,7.159596934734068,2.589942982280832,-13568624919.68282,2.3497614802768068,0.274122649352456,0.14404968813339675,-12276374413.42026,-4910549774.751013,40.42932370543088,0.8756438037897512,0.9200366985955417,0.4357504056413796,0.11833057788237604,0.2475410729548217,0.30070422520852824,3.8137366322168686
81,-14851216235.136564,7.107002374465836,2.563426755861039,-14851216235.136564,2.3499772193673407,0.2719073154130696,0.17095750657608733,-13260014185.106615,-5304005681.98203,45.35404197532351,0.8754552251967045,0.9187005351818599,0.43758505181068885,0.11823640852707065,0.24544727534777794,0.2983673550352651,3.6361486114594372
82,-16224869157.215858,7.165668271728156,2.592316072286488,-16224869157.215858,2.3497009226929237,0.2714287831329039,0.14347051373079814,-14298354060.969156,-5719341634.492339,39.2746307356484,0.8755561384860644,0.9159178749580213,0.44134934373889173,0.11687756046849716,0.2455510471327977,0.2973065199699696,3.751023981119567
83,-17709492404.44053,7.122334227220274,2.5782237290548333,-17709492404.44053,2.35216562180792,0.27164290559843246,0.0902380147345758,-15406610040.444048,-6162644026.28229,33.624939122470415,0.8756778244405062,0.9145787964833465,0.4447930102306314,0.11711599432621236,0.2459822804851679,0.29730353043271057,4.05517480951049
84,-19300705537.127754,7.131139797031354,2.581867053120147,-19300705537.127754,2.3514583775650566,0.2735271461734688,0.17681178743315099,-16578363222.385906,-6631345297.615503,27.26175190717922,0.8755603948878824,0.9147609103618739,0.44453374081771285,0.11660333032584398,0.2482287873747853,0.2988255051526729,4.043208126664687
85,-20991424516.511013,7.237624504197274,2.6043155004930916,-20991424516.511013,2.3628005797642464,0.2729001809321836,0.14565260053470233,-17805225908.21496,-7122090370.50361,35.09992641528427,0.8757704237484197,0.9147346363718816,0.4537219301194347,0.11857359347298806,0.247185092370153,0.29861526898547414,4.082476232965612
86,-22802772207.083702,7.2156837628538915,2.6051207369250875,-22802772207.083702,2.360530898119384,0.2758522821746209,0.16819362103475446,-19102851588.05992,-7641140640.998062,31.21898465058854,0.8756868907008402,0.9141959394652411,0.4521048375688459,0.11854323754292223,0.24995615827288922,0.3017484055676124,4.158976169199672
87,-24736576020.29956,7.311673171301311,2.61091939218769,-24736576020.29956,2.370821438066758,0.2780388939945183,0.14688594961789692,-20470163522.76299,-8188065416.322816,25.573721263422353,0.8758994283129984,0.9147485298207151,0.4586861691023285,0.1214873173491545,0.2526875964903359,0.3033901909079058,4.174380495684787
88,-26757019370.57269,7.169767209053827,2.600360787124886,-26757019370.57269,2.3512053720751513,0.27548631500567633,0.13710597559341972,-21875359574.38592,-8750143835.528458,28.58193765470128,0.8750044481869836,0.9138171765772777,0.44314513513695347,0.11923862138049192,0.24958416049897933,0.30138847051344253,4.155603749636507
89,-28987416711.330395,7.19412844956315,2.6056361326430864,-28987416711.330395,2.3545433549628925,0.27561055967329884,0.1131759918332541,-23416705511.189445,-9366682213.136908,24.075733034054924,0.8751475524272164,0.9153320271013061,0.44550335732850754,0.11856041922837104,0.2500355816589841,0.30118553780249036,4.407584515122066
90,-31243356971.93769,7.277771559777764,2.6126213125589137,-31243356971.978577,2.3566825881403437,0.2771248290323476,0.07231743031400378,-24942176005.18426,-9976870406.405628,24.83261040249865,0.875453238235171,0.9152199958389544,0.4464266384225584,0.11958271407805353,0.25183407428965693,0.30241558382427114,4.261982743015372
